UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,REGION,CARRIER_GROUP,CLASS
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,A,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,L,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,P,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
5X,United Parcel Service,D,3,G
